name,osm_id,latitude,longitude,data_type,source,place_type,population,collection_time,collection_date,collector_class
Kpedekpo,2331706011,7.2325499,2.5006873,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Oke-Ola,2331706015,7.2188465,2.5051182,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Toué,2331706068,7.2135645,2.3153291,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Za-Gohoumé,2331706069,7.2008722,2.2187066,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Zounge,2331706070,7.0281206,2.4816742,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sédjé-Dénou,2331967022,6.7249867,2.3791811,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Setto,2331967064,7.4975861,2.0742249,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Kidaroukpérou,2339058884,10.3018785,3.3217731,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Zohoudji,2345341419,6.8208132,1.6370835,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Godomey,2348404091,6.3854438,2.3432407,cities,OpenStreetMap,town,150000.0,19:33:15.887706,2025-09-30,GeographicCollector
Koki,2394887772,11.8566842,3.4200516,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Molla,2394887773,11.9003463,3.2661684,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tchetti,2429137839,7.8283591,1.6626374,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Hêvê,2435751496,6.2857337,1.844173,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Apoutagbo,2435751499,6.2816387,1.839101,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Zoungbodji-Centre,2436724575,6.3404417,2.0888883,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Djègbadji,2436819142,6.3278183,2.082377,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Cana,2437399071,7.1194346,2.0942715,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Koussoukpa,2437598419,7.0619952,2.2719195,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Lokoli,2437598513,7.0612818,2.2653642,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Dèmè,2437598528,7.0572784,2.2484663,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Domè,2437643749,7.0961616,2.3090413,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Gbaffo,2437643788,7.1050723,2.3111107,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Banamè,2437698934,7.3247124,2.3325353,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Agonlin-Houégbo,2437698962,7.2269903,2.3992494,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Doukonta,2437794538,6.6725318,1.7023042,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Duimè-Houin,2437796013,6.6203565,1.7671922,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Datori,2466294219,10.4131233,0.7881224,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gouandé,2466325859,10.7862872,0.9204986,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tiélé,2466325861,10.7268159,1.205029,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tayakou,2466336819,10.5427782,1.2120186,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Avakpa,2466364688,6.6667092,2.0423502,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Massé,2466399016,7.1699344,2.5464176,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Alafiarou,2466409591,9.0277064,2.4037421,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Goro,2466409592,8.9761393,2.4978395,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Kinnou-Kparou,2466409593,9.0764142,2.5028353,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tchaourou,2466409594,8.8881676,2.596108,cities,OpenStreetMap,town,220000.0,19:33:15.887706,2025-09-30,GeographicCollector
Béssassi,2466508431,10.3861196,3.4710735,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gawézi,2466508434,10.3967015,3.5746601,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Néganzi,2466508437,10.5939688,3.8070032,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kotopounga,2466559713,10.3094618,1.5318195,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kouarfa,2466559714,10.4862696,1.5144114,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Ouabou,2466559715,10.4945275,1.449486,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Yarikou,2466559946,10.3857833,1.5748998,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Pénessoulou,2466595763,9.2404622,1.5522969,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Firou,2466629600,10.9173226,1.9442057,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Brignamaro,2466946465,10.7410878,2.0721339,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Djoléni,2466946467,10.9906882,1.9878713,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kaobagou,2466946469,11.0676109,1.9206538,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Angaradébou,2466998907,10.2789399,3.2406678,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Batin,2466998910,10.4485937,2.9726806,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Boa,2466998913,10.3702084,3.2198412,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Djèga-Dunkassa,2466998920,10.2990456,3.2177245,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Dunkassa,2466998923,10.3556586,3.1498407,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Fô Bouré,2466998926,10.1130036,2.4016564,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gbéssakpérou,2466998930,10.4207163,3.0226068,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Mani,2466998933,10.4835933,2.7795076,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sikki,2466999658,10.1799356,2.3881847,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Yarra,2466999661,10.5090591,2.4758138,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tobré,2467005754,10.1962499,2.1305283,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kassa 2,2467049173,11.5675807,3.5109431,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Madécali,2467049178,11.7038421,3.5482894,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Monkassa,2467049181,11.7852195,3.3972169,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Bouanri,2467065111,10.1971052,2.8786029,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Dabou,2467065112,10.1730807,2.7478504,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Wanrarou,2467065425,10.1667603,2.7410161,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Bouka,2467085475,10.2148628,3.1367518,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Ina,2467085476,9.9667956,2.7264778,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Arbonga,2467135914,11.380405,2.433189,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Founougo,2467135921,11.4765482,2.5326377,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Kandérou,2467135926,11.6554675,2.5398213,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sompérekou,2467576665,11.3226056,2.4915802,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Agonlin,2467631216,6.9979282,2.0546951,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Ouassa,2467631218,7.0539842,2.0943732,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sé,2467631609,6.7538493,2.1036484,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Akiza,2467649539,6.9717997,2.0420135,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Zoungbo-Zounmè,2467649540,7.1055314,2.0445789,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Lissazoumè,2467649541,7.1190085,2.0001841,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sinhoué-Kpota,2467649574,7.0324118,1.979211,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Dérou,2472333322,11.2924803,2.3973192,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Batran,2472333323,11.4017301,2.3697388,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Songorogougou,2472333533,11.2755451,2.3716624,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Toké-Banta,2472333534,11.3035924,2.4149844,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Dassari,2472357334,10.8114546,1.1439349,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Thio,2472888085,7.998301,2.2976621,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Aklampa,2472888086,8.218688,2.185473,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Hoko,2472888105,8.0642459,2.264553,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Assanté,2472888106,8.1307998,2.2548536,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Zoungou-Pantrossi,2472888513,10.7327429,2.9788655,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Zè,2473306972,6.7221499,2.2883299,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Agodogoué,2473306973,7.3324089,1.6509114,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Akassato,2473306974,6.5073708,2.365643,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Attogon,2473306976,6.7283347,2.1595636,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Azovè,2473306977,6.9471178,1.7038129,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gbokoutou,2473306978,6.7324839,2.7096698,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tohouè,2473306979,6.4306558,2.6630653,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Djèrègbé,2473306980,6.4279504,2.6250822,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Govié,2473306981,6.6707586,2.2005261,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Katagon,2473306982,6.6224243,2.5931471,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Ouègamè,2473306984,6.9362088,1.7533673,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kpoguidi,2473306985,6.4251577,2.7020542,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sékou,2473308179,6.6361649,2.2270883,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Sèhouè,2473308184,6.9258324,2.2711315,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Tangbo,2473308188,6.5957218,2.2784861,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Tanta,2473308191,6.6806095,2.2407537,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Togodo,2473308195,6.6668058,2.1707829,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Zinvié,2473308198,6.6133818,2.3567957,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Lissègazoun,2474050578,6.6295361,2.0909496,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Ouokon,2474050584,7.1009041,2.4658201,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Paouignan,2474050587,7.6751763,2.2274102,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Akoffodjoulé,2474051553,7.7567413,2.3741621,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sagon,2474051640,7.1563052,2.4260594,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Lobogo,2474167724,6.6270955,1.9035145,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Tozoumè,2474167771,6.9460194,1.8386507,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tozounmè,2474167854,6.7465906,1.8275358,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Adjassagon,2474283406,7.0021534,1.9516879,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Koguédé,2474283413,7.2117551,2.1715647,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kinta,2474283614,7.0730379,2.0084759,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Zoungbonou,2474284281,6.5651813,1.8175499,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Tindji,2474284284,7.2325484,2.107361,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Agouna,2474378642,7.5645454,1.7012644,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Doume,2474378643,8.0174273,1.6448043,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Idigny,2485804106,7.4770592,2.7160786,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Igbodja,2485804107,7.9071227,2.5423041,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,2485804275,7.7986611,2.5918899,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Idadjo,2486129486,8.5646348,2.2413047,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Moka,2486129487,8.0169458,2.7005139,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,2486129604,7.8165636,2.5868715,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sokponta,2486129745,7.8703354,2.2162005,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Dipoli,2502503224,10.323478,0.9886169,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tabota,2502503400,10.3962332,1.046276,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Koutangou,2502559963,10.3643243,1.076374,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Koukouakoumagou,2502560650,10.3338957,1.0723267,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Ganvié,2508223246,6.4681116,2.3899667,cities,OpenStreetMap,town,20000.0,19:33:15.887706,2025-09-30,GeographicCollector
,2529153070,7.9224403,2.0673294,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,2529153118,8.0020339,2.0784888,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,2529153204,8.1563944,1.6596743,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Ouèdèmè,2529153340,8.0139989,2.1744952,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Agbanto,2537544559,6.3899144,1.9464601,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Allahé,2537614456,7.164983,2.259879,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Doga,2537614460,7.2033494,2.3867236,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Dovi-Cogbé,2537614465,7.16755,2.3449521,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Dovi-Dizigo,2537614470,7.1619628,2.3816337,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Dovi-Dovè,2537614474,7.1769266,2.3869139,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Laïnta,2537614477,7.1839342,2.3415282,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Zouto,2537614481,7.2300375,2.2356101,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kountori,2590093231,10.4060443,0.943731,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Namoutiaga,2590099236,10.4577166,0.9610939,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Chabi Kouma,2590113692,10.0043444,1.474298,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Oroukayo,2608184383,10.3020017,1.6527402,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Pouya,2608184387,10.2863223,1.4855423,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Onigbolo,2619415630,7.1620844,2.6529298,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Manougou,2623897008,10.6490048,1.3211709,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Liboussou,2794185058,10.9186373,3.4875238,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Sam,2794185064,11.0318261,2.7367257,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sonsoro,2794185148,11.0863219,2.7592781,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Adjaha,2938104304,6.3268302,1.8353515,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Mèdédjonou,3242553493,6.5007957,2.7008488,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Bensékou,3250444399,10.9859397,3.151395,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Koutakroukou,3250444400,11.046693,3.0677666,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Guéra-Nkali,3250460594,10.2710457,2.8998773,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Pédé,3250608255,11.1879406,2.955759,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
